,City,Cloudiness,Country,Date,Humidity,Lat,Lon,Max Temp,Wind Speed
27,Mogadishu,12,SO,1551577833,100,2.04,45.34,78.87,8.66
28,Rikitea,0,PF,1551577837,100,-23.12,-134.97,79.27,11.23
29,Lavrentiya,92,RU,1551577837,97,65.58,-170.99,23.92,6.76
30,Petersberg,75,DE,1551577831,93,53.83,10.89,46.99,10.29
31,General Pico,36,AR,1551577838,43,-35.66,-63.75,68.92,11.45
32,Cape Town,20,ZA,1551577651,93,-33.93,18.42,68.0,10.29
33,Ushuaia,40,AR,1551574800,71,-54.81,-68.31,50.0,11.41
34,Muros,75,ES,1551577833,81,42.77,-9.06,57.99,13.87
35,Tiksi,8,RU,1551577838,53,71.64,128.87,-10.64,5.41
36,Mount Isa,8,AU,1551574800,33,-20.73,139.49,89.6,12.75
37,Lapy,56,PL,1551577830,70,52.99,22.88,27.0,12.01
38,Saldanha,12,PT,1551577839,78,41.42,-6.55,36.16,5.64
39,Dikson,48,RU,1551577839,82,73.51,80.55,-5.47,3.29
40,Sovetskiy,0,RU,1551577839,71,56.76,48.47,0.34,7.09
41,Biryukove,40,UA,1551574800,86,47.96,39.74,28.4,4.47
42,Canutama,20,BR,1551577840,76,-6.53,-64.38,80.4,3.06
43,Puerto Ayora,20,EC,1551577840,100,-0.74,-90.35,82.24,6.64
44,Flinders,40,AU,1551577806,48,-34.58,150.85,87.01,9.17
45,Naze,68,NG,1551577840,96,5.43,7.07,72.21,3.06
46,Mataura,0,NZ,1551577807,66,-46.19,168.86,66.99,15.99
47,Chuy,0,UY,1551577841,86,-33.69,-53.46,64.33,11.23
48,Kapaa,1,US,1551577704,60,22.08,-159.32,77.0,19.46
49,Provideniya,24,RU,1551577548,94,64.42,-173.23,27.12,10.0
50,Mayumba,56,GA,1551577841,100,-3.44,10.65,77.02,5.41
51,Port Hardy,20,CA,1551574800,81,50.7,-127.42,42.8,6.93
52,Ingham,64,AU,1551577841,99,-18.65,146.16,78.37,13.02
53,Avarua,0,CK,1551574800,74,-21.21,-159.78,87.8,11.41
54,Hobart,0,AU,1551577755,77,-42.88,147.33,75.99,5.82
55,Hilo,20,US,1551577831,57,19.71,-155.08,75.2,8.05
56,Elin Pelin,0,BG,1551577809,80,42.67,23.6,33.8,8.05
57,Butaritari,76,KI,1551577842,100,3.07,172.79,82.69,16.71
58,Georgetown,75,GY,1551574800,78,6.8,-58.16,80.6,6.93
59,Port Macquarie,75,AU,1551577445,69,-31.43,152.91,75.2,13.87
60,Rimbey,5,CA,1551574800,57,52.64,-114.24,-9.41,5.82
61,Najran,5,SA,1551574800,54,17.54,44.22,60.8,0.27
62,Sao Joao da Barra,64,BR,1551577843,96,-21.64,-41.05,83.68,24.99
63,Naryan-Mar,48,RU,1551577843,83,67.67,53.09,9.12,13.02
64,Oktyabrskoye,75,RU,1551577819,92,56.73,85.44,17.01,4.47
65,College,90,US,1551577620,85,64.86,-147.8,27.0,4.7
66,Okhotsk,0,RU,1551577844,97,59.36,143.24,10.74,3.74
67,Kloulklubed,75,PW,1551574260,74,7.04,134.26,82.4,6.93
68,Hamilton,75,BM,1551577614,88,32.3,-64.78,69.8,19.46
69,Kamenka,48,RU,1551577845,83,53.19,44.05,10.51,8.32
70,Lebu,0,ET,1551574800,67,8.96,38.73,59.0,2.24
71,Khatanga,0,RU,1551577845,43,71.98,102.47,-14.69,2.84
72,Porto Novo,75,BR,1551574800,100,-23.68,-45.44,73.4,2.28
73,Ribeira Grande,32,PT,1551577846,99,38.52,-28.7,59.7,24.54
74,Betsiamites,1,CA,1551574800,72,48.94,-68.65,12.2,3.36
75,Port Blair,0,IN,1551577674,100,11.67,92.75,81.21,9.78
76,New Norfolk,0,AU,1551577814,77,-42.78,147.06,75.99,5.82
77,Sao Filipe,0,CV,1551577846,92,14.9,-24.5,71.31,15.82
78,Kattivakkam,40,IN,1551576814,83,13.22,80.32,81.0,3.36
79,Mar del Plata,0,AR,1551577847,57,-46.43,-67.52,61.86,15.48
80,Norman Wells,20,CA,1551574800,46,65.28,-126.83,6.8,10.29
81,Darhan,32,MN,1551577847,55,49.49,105.92,29.55,4.41
82,Road Town,40,VG,1551577332,69,18.42,-64.62,78.8,10.29
83,Chokurdakh,68,RU,1551577847,67,70.62,147.9,-9.34,16.37
84,Filadelfia,8,PY,1551577847,74,-22.35,-60.04,79.72,6.87
85,Cairns,40,AU,1551577408,78,-16.92,145.77,82.99,9.17
